waktu,provinsi,kab_kota,jumlah_merchant
2024-01-14,Prov. Jawa Barat,Kab. Bandung,1.0
2024-01-14,Prov. Bali,Kab. Badung,1.0
2024-01-14,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-01-14,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-01-14,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-01-14,Prov. Jawa Barat,Kab. Bogor,2.0
2024-01-15,Prov. Jawa Tengah,Kota Semarang,1.0
2024-01-15,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-01-15,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-01-15,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-01-15,Prov. Jawa Timur,Kab. Jember,3.0
2024-01-15,Prov. Jawa Timur,Kab. Kediri,2.0
2024-01-15,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-01-15,Prov. Jawa Timur,Kab. Nganjuk,2.0
2024-01-15,Prov. Sumatera Barat,Kota Payakumbuh,1.0
2024-01-15,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-01-15,Prov. Jawa Timur,Kota Surabaya,2.0
2024-01-15,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-01-15,Prov. Kalimantan Selatan,Kab. Kotabaru,1.0
2024-01-15,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-01-15,Prov. Kalimantan Utara,Kab. Tana Tidung,1.0
2024-01-15,Prov. Kepulauan Bangka Belitung,Kab. Bangka Selatan,1.0
2024-01-15,Prov. Nusa Tenggara Barat,Kab. Lombok Tengah,1.0
2024-01-15,Prov. Sumatera Barat,Kab. Kepulauan Mentawai,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-01-15,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-01-15,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Pati,1.0
2024-01-15,Prov. Bali,Kab. Karang Asem,1.0
2024-01-15,Prov. Banten,Kab. Pandeglang,1.0
2024-01-15,Prov. Banten,Kab. Serang,1.0
2024-01-15,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-01-15,Prov. Jambi,Kab. Merangin,1.0
2024-01-15,Prov. Jawa Barat,Kab. Bandung,2.0
2024-01-15,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-01-15,Prov. Jawa Barat,Kab. Bogor,3.0
2024-01-15,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-01-15,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-01-15,Prov. Jawa Barat,Kota Bandung,1.0
2024-01-15,Prov. Jawa Barat,Kota Depok,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-01-15,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-01-15,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-01-16,Prov. Jawa Timur,Kota Surabaya,2.0
2024-01-16,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-01-16,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-01-16,Prov. Jawa Timur,Kota Madiun,1.0
2024-01-16,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-01-16,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-01-16,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-01-16,Prov. Kalimantan Barat,Kab. Kapuas Hulu,1.0
2024-01-16,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-01-16,Prov. Kalimantan Barat,Kab. Sanggau,1.0
2024-01-16,Prov. Sumatera Utara,Kab. Padang Lawas,1.0
2024-01-16,Prov. Kalimantan Utara,Kota Tarakan,1.0
2024-01-16,Prov. Kepulauan Riau,Kab. Bintan,1.0
2024-01-16,Prov. Lampung,Kota Bandar Lampung,1.0
2024-01-16,Prov. Nusa Tenggara Timur,Kab. Timor Tengah Selatan,1.0
2024-01-16,Prov. Sulawesi Selatan,Kab. Bone,1.0
2024-01-16,Prov. Sulawesi Selatan,Kab. Gowa,1.0
2024-01-16,Prov. Sumatera Barat,Kab. Lima Puluh Koto,1.0
2024-01-16,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-01-16,Prov. Jawa Timur,Kab. Kediri,3.0
2024-01-16,Prov. Kalimantan Utara,Kab. Nunukan,1.0
2024-01-16,Prov. Jawa Tengah,Kota Semarang,2.0
2024-01-16,Prov. Jawa Timur,Kab. Jember,1.0
2024-01-16,Prov. Jambi,Kab. Tanjung Jabung Timur,1.0
2024-01-16,Prov. Jawa Tengah,Kab. Kebumen,3.0
2024-01-16,Prov. Bali,Kab. Badung,1.0
2024-01-16,Prov. Bali,Kab. Karang Asem,1.0
2024-01-16,Prov. Banten,Kab. Tangerang,1.0
2024-01-16,Prov. Banten,Kota Tangerang,2.0
2024-01-16,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-01-16,Prov. Jambi,Kota Jambi,1.0
2024-01-16,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-01-16,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-01-16,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-01-16,Prov. Jawa Barat,Kab. Bogor,7.0
2024-01-16,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-01-16,Prov. Jawa Barat,Kab. Subang,1.0
2024-01-16,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-01-16,Prov. Jawa Barat,Kota Bandung,1.0
2024-01-16,Prov. Jawa Barat,Kota Bekasi,3.0
2024-01-16,Prov. Jawa Barat,Kota Depok,1.0
2024-01-16,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-01-16,Prov. Jawa Tengah,Kab. Banyumas,3.0
2024-01-16,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-01-16,Prov. Jawa Barat,Kab. Cianjur,2.0
2024-01-17,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-01-17,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-01-17,Prov. Kalimantan Barat,Kab. Ketapang,2.0
2024-01-17,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-01-17,Prov. Jawa Timur,Kab. Blitar,1.0
2024-01-17,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-01-17,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-01-17,Prov. Jawa Timur,Kab. Kediri,1.0
2024-01-17,Prov. Kalimantan Barat,Kab. Sintang,1.0
2024-01-17,Prov. Jawa Timur,Kab. Tuban,1.0
2024-01-17,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-01-17,Prov. Sumatera Utara,Kab. Humbang Hasudutan,2.0
2024-01-17,Prov. Lampung,Kab. Tulang Bawang,1.0
2024-01-17,Prov. Riau,Kab. Siak,1.0
2024-01-17,Prov. Sumatera Barat,Kab. Pasaman,1.0
2024-01-17,Prov. Sumatera Barat,Kota Payakumbuh,1.0
2024-01-17,Prov. Sumatera Barat,Kota Solok,1.0
2024-01-17,Prov. Sumatera Selatan,Kota Lubuk Linggau,1.0
2024-01-17,Prov. Sumatera Selatan,Kota Pagar Alam,1.0
2024-01-17,Prov. Sumatera Utara,Kota Tebing Tinggi,2.0
2024-01-17,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-01-17,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-01-17,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-01-17,Prov. Banten,Kab. Tangerang,1.0
2024-01-17,Prov. Jawa Tengah,Kab. Pati,1.0
2024-01-17,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-01-17,Prov. Banten,Kab. Lebak,1.0
2024-01-17,Prov. Banten,Kab. Serang,1.0
2024-01-17,Prov. Banten,Kota Serang,1.0
2024-01-17,Prov. Banten,Kota Tangerang,1.0
2024-01-17,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-01-17,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-01-17,Prov. Jambi,Kab. Tanjung Jabung Timur,1.0
2024-01-17,Prov. Jawa Barat,Kab. Bandung,2.0
2024-01-17,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-01-17,Prov. Bengkulu,Kab. Seluma,1.0
2024-01-17,Prov. Jawa Barat,Kab. Majalengka,1.0
2024-01-17,Prov. Jawa Barat,Kab. Bogor,2.0
2024-01-17,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-01-17,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-01-17,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-01-17,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-01-17,Prov. Jawa Barat,Kota Depok,1.0
2024-01-17,Prov. Jawa Barat,Kota Cimahi,3.0
2024-01-17,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-01-17,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-01-18,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-01-18,Prov. Jawa Tengah,Kota Semarang,2.0
2024-01-18,Prov. Jawa Timur,Kab. Kediri,2.0
2024-01-18,Prov. Jawa Timur,Kab. Malang,1.0
2024-01-18,Prov. Jawa Timur,Kab. Tuban,2.0
2024-01-18,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-01-18,Prov. Jawa Timur,Kota Surabaya,1.0
2024-01-18,Prov. Kalimantan Barat,Kab. Sekadau,2.0
2024-01-18,Prov. Kalimantan Barat,Kab. Sintang,1.0
2024-01-18,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-01-18,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-01-18,Prov. Sumatera Utara,Kota Medan,1.0
2024-01-18,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-01-18,Prov. Kalimantan Timur,Kota Samarinda,2.0
2024-01-18,Prov. Kepulauan Bangka Belitung,Kab. Belitung Timur,1.0
2024-01-18,Prov. Kepulauan Bangka Belitung,Kota Pangkalpinang,1.0
2024-01-18,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-01-18,Prov. Sumatera Barat,Kota Pariaman,1.0
2024-01-18,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-01-18,Prov. Sumatera Selatan,Kota Palembang,2.0
2024-01-18,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-01-18,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-01-18,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-01-18,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-01-18,Prov. Banten,Kab. Tangerang,1.0
2024-01-18,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-01-18,Prov. Bali,Kab. Buleleng,1.0
2024-01-18,Prov. Bali,Kab. Jembrana,1.0
2024-01-18,Prov. Bali,Kab. Klungkung,1.0
2024-01-18,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-01-18,Prov. Banten,Kota Tangerang,2.0
2024-01-18,Prov. Jawa Barat,Kab. Bandung,3.0
2024-01-18,Prov. Jawa Barat,Kab. Bandung Barat,3.0
2024-01-18,Prov. Jawa Barat,Kab. Bekasi,2.0
2024-01-18,Prov. Jawa Barat,Kab. Bogor,3.0
2024-01-18,Prov. Jawa Barat,Kab. Indramayu,2.0
2024-01-18,Prov. Jawa Barat,Kab. Karawang,1.0
2024-01-18,Prov. Banten,Kota Serang,1.0
2024-01-18,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-01-18,Prov. Jawa Barat,Kab. Majalengka,1.0
2024-01-18,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-01-18,Prov. Jawa Tengah,Kab. Klaten,2.0
2024-01-18,Prov. Jawa Tengah,Kab. Boyolali,2.0
2024-01-18,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-01-18,Prov. Jawa Barat,Kota Depok,1.0
2024-01-18,Prov. Jawa Barat,Kota Cimahi,1.0
2024-01-18,Prov. Jawa Barat,Kota Bekasi,1.0
2024-01-18,Prov. Jawa Barat,Kota Bandung,1.0
2024-01-18,Prov. Jawa Barat,Kota Sukabumi,1.0
2024-01-19,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-01-19,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-01-19,Prov. Kalimantan Barat,Kab. Bengkayang,1.0
2024-01-19,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-01-19,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-01-19,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-01-19,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-01-19,Prov. Jawa Timur,Kab. Kediri,4.0
2024-01-19,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-01-19,Prov. Jawa Tengah,Kota Semarang,4.0
2024-01-19,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-01-19,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,2.0
2024-01-19,Prov. Jawa Timur,Kab. Magetan,1.0
2024-01-19,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-01-19,Prov. Sumatera Barat,Kota Pariaman,1.0
2024-01-19,Prov. Lampung,Kab. Lampung Selatan,1.0
2024-01-19,Prov. Lampung,Kab. Pesisir Barat,1.0
2024-01-19,Prov. Lampung,Kab. Pringsewu,1.0
2024-01-19,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-01-19,Prov. Nusa Tenggara Barat,Kota Mataram,1.0
2024-01-19,Prov. Riau,Kota Pekanbaru,1.0
2024-01-19,Prov. Sumatera Barat,Kab. Agam,2.0
2024-01-19,Prov. Sumatera Barat,Kab. Solok,1.0
2024-01-19,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-01-19,Prov. Sumatera Barat,Kota Bukittinggi,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-01-19,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,1.0
2024-01-19,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-01-19,Prov. Sumatera Utara,Kab. Serdang Bedagai,3.0
2024-01-19,Prov. Kepulauan Riau,Kab. Kepulauan Anambas,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Sragen,2.0
2024-01-19,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-01-19,Prov. Jawa Barat,Kab. Bogor,6.0
2024-01-19,Prov. Jawa Barat,Kab. Bekasi,2.0
2024-01-19,Prov. Jawa Barat,Kab. Bandung Barat,4.0
2024-01-19,Prov. Jawa Barat,Kab. Bandung,2.0
2024-01-19,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-01-19,Prov. D.K.I. Jakarta,Kota Jakarta Barat,2.0
2024-01-19,Prov. Jawa Barat,Kab. Cianjur,3.0
2024-01-19,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,2.0
2024-01-19,Prov. Bengkulu,Kab. Kepahiang,1.0
2024-01-19,Prov. Banten,Kota Serang,1.0
2024-01-19,Prov. Banten,Kab. Tangerang,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-01-19,Prov. Bali,Kab. Karang Asem,1.0
2024-01-19,Prov. Bali,Kab. Buleleng,1.0
2024-01-19,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-01-19,Prov. Jawa Barat,Kab. Karawang,2.0
2024-01-19,Prov. Bali,Kota Denpasar,2.0
2024-01-19,Prov. Jawa Barat,Kab. Pangandaran,1.0
2024-01-19,Prov. Jawa Barat,Kab. Majalengka,3.0
2024-01-19,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Demak,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Blora,1.0
2024-01-19,Prov. Jawa Tengah,Kab. Banjarnegara,2.0
2024-01-19,Prov. Jawa Tengah,Kab. Karanganyar,2.0
2024-01-19,Prov. Jawa Barat,Kota Depok,2.0
2024-01-19,Prov. Jawa Barat,Kota Bekasi,2.0
2024-01-19,Prov. Jawa Barat,Kota Banjar,1.0
2024-01-19,Prov. Jawa Barat,Kota Bandung,1.0
2024-01-19,Prov. Jawa Barat,Kab. Sukabumi,2.0
2024-01-19,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-01-19,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-01-20,Prov. Kalimantan Barat,Kab. Sekadau,1.0
2024-01-20,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-01-20,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-01-20,Prov. Jawa Timur,Kab. Tuban,1.0
2024-01-20,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-01-20,Prov. Jawa Timur,Kab. Kediri,3.0
2024-01-20,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-01-20,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-01-20,Prov. Jawa Timur,Kab. Banyuwangi,2.0
2024-01-20,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-01-20,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-01-20,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-01-20,Prov. Kalimantan Utara,Kab. Nunukan,1.0
2024-01-20,Prov. Sulawesi Selatan,Kab. Pinrang,1.0
2024-01-20,Prov. Lampung,Kab. Lampung Tengah,1.0
2024-01-20,Prov. Lampung,Kab. Pringsewu,1.0
2024-01-20,Prov. Riau,Kab. Kampar,1.0
2024-01-20,Prov. Riau,Kab. Rokan Hulu,1.0
2024-01-20,Prov. Riau,Kab. Siak,1.0
2024-01-20,Prov. Sulawesi Selatan,Kota Parepare,1.0
2024-01-20,Prov. Sumatera Barat,Kab. Solok Selatan,1.0
2024-01-20,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-01-20,Prov. Sumatera Selatan,Kab. Musi Rawas,2.0
2024-01-20,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-01-20,Prov. Sumatera Utara,Kab. Serdang Bedagai,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Temanggung,2.0
2024-01-20,Prov. Kepulauan Bangka Belitung,Kab. Bangka Selatan,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Rembang,2.0
2024-01-20,Prov. Sumatera Barat,Kab. Lima Puluh Koto,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Pati,1.0
2024-01-20,Prov. Bali,Kab. Bangli,1.0
2024-01-20,Prov. Bali,Kab. Buleleng,1.0
2024-01-20,Prov. Banten,Kab. Lebak,1.0
2024-01-20,Prov. Banten,Kab. Pandeglang,1.0
2024-01-20,Prov. Banten,Kota Serang,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-01-20,Prov. Banten,Kota Tangerang Selatan,1.0
2024-01-20,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-01-20,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-01-20,Prov. Jambi,Kab. Tanjung Jabung Timur,1.0
2024-01-20,Prov. Jawa Barat,Kab. Bandung,3.0
2024-01-20,Prov. Jawa Barat,Kab. Bandung Barat,5.0
2024-01-20,Prov. Jawa Barat,Kab. Bogor,3.0
2024-01-20,Prov. Banten,Kota Tangerang,1.0
2024-01-20,Prov. Jawa Barat,Kab. Karawang,1.0
2024-01-20,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-01-20,Prov. Jawa Tengah,Kab. Kebumen,3.0
2024-01-20,Prov. Jawa Barat,Kota Cimahi,1.0
2024-01-20,Prov. Jawa Barat,Kota Bandung,1.0
2024-01-20,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-01-20,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-01-20,Prov. Jawa Barat,Kab. Majalengka,1.0
2024-01-21,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-01-21,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-01-21,Prov. Jawa Timur,Kota Blitar,1.0
2024-01-21,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-01-21,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-01-21,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-01-21,Prov. Lampung,Kota Bandar Lampung,1.0
2024-01-21,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-01-21,Prov. Nusa Tenggara Timur,Kab. Belu,1.0
2024-01-21,Prov. Riau,Kab. Rokan Hilir,1.0
2024-01-21,Prov. Riau,Kab. Siak,1.0
2024-01-21,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-01-21,Prov. Sumatera Utara,Kab. Serdang Bedagai,1.0
2024-01-21,Prov. Jawa Timur,Kab. Nganjuk,2.0
2024-01-21,Prov. Nusa Tenggara Barat,Kab. Lombok Barat,1.0
2024-01-21,Prov. Jawa Timur,Kab. Bondowoso,1.0
2024-01-21,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-01-21,Prov. Banten,Kota Tangerang Selatan,2.0
2024-01-21,Prov. Bengkulu,Kab. Bengkulu Tengah,1.0
2024-01-21,Prov. Bengkulu,Kab. Kepahiang,1.0
2024-01-21,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-01-21,Prov. Jawa Barat,Kab. Bandung,2.0
2024-01-21,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-01-21,Prov. Jawa Barat,Kab. Bogor,1.0
2024-01-21,Prov. Jawa Barat,Kab. Karawang,1.0
2024-01-21,Prov. Jawa Barat,Kab. Bandung Barat,2.0
2024-01-21,Prov. Jawa Barat,Kota Cimahi,2.0
2024-01-21,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-01-21,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-01-21,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-01-21,Prov. Jawa Tengah,Kab. Pati,1.0
2024-01-21,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-01-21,Prov. Jawa Barat,Kab. Subang,1.0
2024-01-22,Prov. Jawa Timur,Kab. Sampang,1.0
2024-01-22,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-01-22,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-01-22,Prov. Jawa Timur,Kab. Magetan,3.0
2024-01-22,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-01-22,Prov. Jawa Timur,Kab. Madiun,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Pati,3.0
2024-01-22,Prov. Jawa Timur,Kab. Kediri,6.0
2024-01-22,Prov. Jawa Timur,Kab. Bojonegoro,2.0
2024-01-22,Prov. Jawa Timur,Kab. Blitar,2.0
2024-01-22,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-01-22,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-01-22,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-01-22,Prov. Jawa Timur,Kab. Tuban,1.0
2024-01-22,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-01-22,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-01-22,Prov. Kalimantan Barat,Kab. Bengkayang,1.0
2024-01-22,Prov. Kalimantan Barat,Kab. Kayong Utara,1.0
2024-01-22,Prov. Kalimantan Barat,Kab. Sekadau,1.0
2024-01-22,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-01-22,Prov. Kepulauan Riau,Kab. Bintan,1.0
2024-01-22,Prov. Nusa Tenggara Barat,Kab. Lombok Barat,1.0
2024-01-22,Prov. Riau,Kab. Bengkalis,1.0
2024-01-22,Prov. Riau,Kota Pekanbaru,1.0
2024-01-22,Prov. Sulawesi Barat,Kab. Majene,1.0
2024-01-22,Prov. Sumatera Barat,Kab. Dharmasraya,1.0
2024-01-22,Prov. Sumatera Barat,Kab. Pasaman,1.0
2024-01-22,Prov. Sumatera Barat,Kab. Solok,1.0
2024-01-22,Prov. Jawa Timur,Kota Kediri,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Klaten,3.0
2024-01-22,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Kebumen,4.0
2024-01-22,Prov. Bali,Kab. Klungkung,1.0
2024-01-22,Prov. Banten,Kab. Lebak,1.0
2024-01-22,Prov. Banten,Kab. Serang,3.0
2024-01-22,Prov. Banten,Kab. Tangerang,3.0
2024-01-22,Prov. Banten,Kota Tangerang,3.0
2024-01-22,Prov. Banten,Kota Tangerang Selatan,2.0
2024-01-22,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-01-22,Prov. D.I. Yogyakarta,Kota Yogyakarta,2.0
2024-01-22,Prov. D.K.I. Jakarta,Kota Jakarta Barat,2.0
2024-01-22,Prov. Jawa Barat,Kab. Bandung,7.0
2024-01-22,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-01-22,Prov. Jawa Barat,Kab. Bekasi,2.0
2024-01-22,Prov. Jawa Barat,Kab. Bogor,4.0
2024-01-22,Prov. Banten,Kota Serang,2.0
2024-01-22,Prov. Jawa Barat,Kab. Majalengka,2.0
2024-01-22,Prov. Jawa Tengah,Kab. Demak,1.0
2024-01-22,Prov. Jawa Barat,Kab. Karawang,2.0
2024-01-22,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Blora,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Batang,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Brebes,2.0
2024-01-22,Prov. Jawa Barat,Kota Depok,1.0
2024-01-22,Prov. Jawa Barat,Kota Bekasi,3.0
2024-01-22,Prov. Jawa Barat,Kota Bandung,2.0
2024-01-22,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-01-22,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-01-22,Prov. Jawa Tengah,Kab. Banjarnegara,2.0
2024-01-23,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-01-23,Prov. Jawa Timur,Kab. Pasuruan,3.0
2024-01-23,Prov. Jawa Timur,Kota Malang,1.0
2024-01-23,Prov. Jawa Timur,Kota Blitar,1.0
2024-01-23,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-01-23,Prov. Jawa Timur,Kab. Tuban,1.0
2024-01-23,Prov. Sumatera Utara,Kota Medan,1.0
2024-01-23,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-01-23,Prov. Jawa Timur,Kab. Mojokerto,2.0
2024-01-23,Prov. Jawa Timur,Kab. Blitar,1.0
2024-01-23,Prov. Jawa Timur,Kab. Jombang,2.0
